CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
United States,USA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,1979,100.856564403986
United States,USA,Gross national expenditure (constant 2005 US$),NE.DAB.TOTL.KD,1979,5997865778491.47
United States,USA,Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,1979,6610026453900.0
United States,USA,Gross national expenditure (current LCU),NE.DAB.TOTL.CN,1979,2654689000000.0
United States,USA,Gross national expenditure (current US$),NE.DAB.TOTL.CD,1979,2654689000000.0
United States,USA,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,1979,40.161548800363704
United States,USA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,1979,23.4874624972883
United States,USA,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,1979,23.602752811262302
United States,USA,Gross savings (current LCU),NY.GNS.ICTR.CN,1979,618223600000.0
United States,USA,Gross savings (current US$),NY.GNS.ICTR.CD,1979,618223600000.0
United States,USA,Gross value added at factor cost (constant 2005 US$),NY.GDP.FCST.KD,1979,5950130782734.26
United States,USA,Gross value added at factor cost (constant LCU),NY.GDP.FCST.KN,1979,6581402096400.0
United States,USA,Gross value added at factor cost (current LCU),NY.GDP.FCST.CN,1979,2460580000000.0
United States,USA,Gross value added at factor cost (current US$),NY.GDP.FCST.CD,1979,2460580000000.0
United States,USA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1979,6.099999904632571
United States,USA,Household final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,1979,2.37473483869557
United States,USA,Household final consumption expenditure (constant 2005 US$),NE.CON.PRVT.KD,1979,3694233806484.46
United States,USA,Household final consumption expenditure (constant LCU),NE.CON.PRVT.KN,1979,4070302487500.0
United States,USA,Household final consumption expenditure (current LCU),NE.CON.PRVT.CN,1979,1589496000000.0
United States,USA,Household final consumption expenditure (current US$),NE.CON.PRVT.CD,1979,1589496000000.0
United States,USA,Household final consumption expenditure per capita (constant 2005 US$),NE.CON.PRVT.PC.KD,1979,16414.804409964097
United States,USA,Household final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,1979,1.25116240061787
United States,USA,"Household final consumption expenditure, etc. (% of GDP)",NE.CON.PETC.ZS,1979,60.3878816614447
United States,USA,"Household final consumption expenditure, etc. (annual % growth)",NE.CON.PETC.KD.ZG,1979,3.06257321930718
United States,USA,"Household final consumption expenditure, etc. (constant 2005 US$)",NE.CON.PETC.KD,1979,3626094840729.3
United States,USA,"Household final consumption expenditure, etc. (constant LCU)",NE.CON.PETC.KN,1979,3998792835500.0
United States,USA,"Household final consumption expenditure, etc. (current LCU)",NE.CON.PETC.CN,1979,1589495400000.0
United States,USA,"Household final consumption expenditure, etc. (current US$)",NE.CON.PETC.CD,1979,1589495400000.0
United States,USA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1979,9.599592423359981
United States,USA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,1979,1.66096086097902
United States,USA,Imports of goods and services (constant 2005 US$),NE.IMP.GNFS.KD,1979,371248386614.94104
United States,USA,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1979,418730683500.0
United States,USA,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,1979,252675000000.0
United States,USA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1979,252675000000.0
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1979,11.2660440919327
United States,USA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1979,8.25589778060392
United States,USA,Land area (sq. km),AG.LND.TOTL.K2,1979,9158960.0
United States,USA,Land under cereal production (hectares),AG.LND.CREL.HA,1979,68371362.0
United States,USA,Lending interest rate (%),FR.INR.LEND,1979,12.665833333333302
United States,USA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,1979,77.8
United States,USA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,1979,70.0
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1979,73.8048780487805
United States,USA,"Listed domestic companies, total",CM.MKT.LDOM.NO,1979,2401.0
United States,USA,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,1979,68.4
United States,USA,Machinery and transport equipment (% of value added in manufacturing),NV.MNF.MTRN.ZS.UN,1979,24.5442454693231
United States,USA,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,1979,66.00601115292521
United States,USA,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,1979,52.01754877643621
United States,USA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,1979,37.74836321582829
United States,USA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,1979,993590900000.0
United States,USA,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,1979,186363000000.0
United States,USA,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1979,182073000000.0
United States,USA,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,1979,6.621519939804361
United States,USA,Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,1979,3.4263729383269306
United States,USA,Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,1979,10.975542776798301
United States,USA,Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,1979,2.7834440032294703
United States,USA,Merchandise exports to developing economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,1979,1.1146078770603
United States,USA,Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,1979,1.8779280837905703
United States,USA,Merchandise exports to developing economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,1979,20.684890126487698
United States,USA,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,1979,5.94777918746876
United States,USA,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,1979,72.6935899337079
United States,USA,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,1979,222228000000.0
United States,USA,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,1979,222407000000.0
United States,USA,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,1979,2.44286375878457
United States,USA,Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,1979,4.14847554258634
United States,USA,Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,1979,9.03501238720004
United States,USA,Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,1979,7.88545324562626
United States,USA,Merchandise imports from developing economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,1979,0.682262698566142
United States,USA,Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,1979,6.69367420989447
United States,USA,Merchandise imports from developing economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,1979,28.7367753712788
United States,USA,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,1979,11.469063473721599
United States,USA,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,1979,68.8203608699366
United States,USA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,1979,15.523130772150301
United States,USA,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1979,0.104956696169579
United States,USA,Mobile cellular subscriptions,IT.CEL.SETS,1979,0.0
United States,USA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1979,0.0
United States,USA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,1979,102.056
United States,USA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,1979,195.088
United States,USA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1979,13.2
United States,USA,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,1979,15.6
United States,USA,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,1979,1.4640296506061
United States,USA,Net current transfers from abroad (constant LCU),NY.TRF.NCTR.KN,1979,-28895439774.8513
United States,USA,Net current transfers from abroad (current LCU),NY.TRF.NCTR.CN,1979,-10552000000.0
United States,USA,Net current transfers from abroad (current US$),NY.TRF.NCTR.CD,1979,-10552000000.0
United States,USA,Net income from abroad (constant LCU),NY.GSR.NFCY.KN,1979,79604600000.0
United States,USA,Net income from abroad (current LCU),NY.GSR.NFCY.CN,1979,31931000000.0
United States,USA,Net income from abroad (current US$),NY.GSR.NFCY.CD,1979,31931000000.0
United States,USA,"Net secondary income (BoP, current US$)",BN.TRF.CURR.CD,1979,-6130000000.0
United States,USA,Number of infant deaths,SH.DTH.IMRT,1979,45493.0
United States,USA,Number of under-five deaths,SH.DTH.MORT,1979,53499.0
United States,USA,Official entrance age to lower secondary education (years),SE.SEC.AGES,1979,12.0
United States,USA,Official entrance age to primary education (years),SE.PRM.AGES,1979,6.0
United States,USA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1979,1.0
United States,USA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1979,3.4566325143895797
United States,USA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,1979,3.95763854259628
United States,USA,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1979,4.68664944732169
United States,USA,Other manufacturing (% of value added in manufacturing),NV.MNF.OTHR.ZS.UN,1979,49.9832072759515
United States,USA,"Patent applications, nonresidents",IP.PAT.NRES,1979,39959.0
United States,USA,"Patent applications, residents",IP.PAT.RESD,1979,60535.0
United States,USA,Permanent cropland (% of land area),AG.LND.CROP.ZS,1979,0.204062469974757
United States,USA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,1979,1220000000.0
United States,USA,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,1979,0.00873812706984385
United States,USA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1979,230000000.0
United States,USA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1979,1.4
United States,USA,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,1979,11.176685161589198
United States,USA,Population density (people per sq. km of land area),EN.POP.DNST,1979,24.5721129909946
United States,USA,Population growth (annual %),SP.POP.GROW,1979,1.1035765650989902
United States,USA,Population in largest city,EN.URB.LCTY,1979,15635849.0
United States,USA,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,1979,9.42784550708807
United States,USA,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1979,92505147.0
United States,USA,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1979,41.1033511808225
United States,USA,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,1979,23.1119173672422
United States,USA,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,1979,65.71139747116861
United States,USA,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,1979,50.972335167206296
United States,USA,"Population, total",SP.POP.TOTL,1979,225055000.0
United States,USA,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,1979,1050000000.0
United States,USA,Real effective exchange rate index (2010 = 100),PX.REX.REER,1979,121.93087008343299
United States,USA,Real interest rate (%),FR.INR.RINR,1979,4.07362152375915
United States,USA,"Risk premium on lending (lending rate minus treasury bill rate, %)",FR.INR.RISK,1979,2.6233333333332998
United States,USA,Rural population,SP.RUR.TOTL,1979,59207469.0
United States,USA,Rural population (% of total population),SP.RUR.TOTL.ZS,1979,26.308
United States,USA,Rural population growth (annual %),SP.RUR.TOTL.ZG,1979,1.065572372745
United States,USA,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,1979,0.7921682066665829
United States,USA,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,1979,20851000000.0
United States,USA,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,1979,2.24741760119994
United States,USA,Surface area (sq. km),AG.SRF.TOTL.K2,1979,9629090.0
United States,USA,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,1979,83.16581
United States,USA,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,1979,70.14455
United States,USA,Terms of trade adjustment (constant LCU),NY.TTF.GNFS.KN,1979,27480287591.8433
United States,USA,Textiles and clothing (% of value added in manufacturing),NV.MNF.TXTL.ZS.UN,1979,5.9808965971224
United States,USA,Theoretical duration of primary education (years),SE.PRM.DURS,1979,6.0
United States,USA,Theoretical duration of secondary education (years),SE.SEC.DURS,1979,6.0
United States,USA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1979,5.72792613126534
United States,USA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1979,143259219266.981
United States,USA,Total reserves minus gold (current US$),FI.RES.XGLD.CD,1979,7784019266.981
United States,USA,Trade (% of GDP),NE.TRD.GNFS.ZS,1979,18.3426204427343
United States,USA,"Trademark applications, direct nonresident",IP.TMK.NRES,1979,5083.0
United States,USA,"Trademark applications, direct resident",IP.TMK.RESD,1979,41088.0
United States,USA,"Trademark applications, total",IP.TMK.TOTL,1979,46171.0
United States,USA,Urban population,SP.URB.TOTL,1979,165847531.0
United States,USA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1979,73.692
United States,USA,Urban population growth (annual %),SP.URB.GROW,1979,1.1171475381993998
United States,USA,Wholesale price index (2010 = 100),FP.WPI.TOTL,1979,42.5963346788392
CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
United States,USA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,1980,-1.8658112182577602
United States,USA,Adjusted net national income (constant 2005 US$),NY.ADJ.NNTY.KD,1980,4737580670105.0
United States,USA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1980,2299656218721.08
United States,USA,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,1980,-2.8029932609748
United States,USA,Adjusted net national income per capita (constant 2005 US$),NY.ADJ.NNTY.PC.KD,1980,20849.733392474398
United States,USA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1980,10120.6126910379
United States,USA,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,1980,8.67784841210843
United States,USA,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,1980,247561659500.629
United States,USA,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,1980,0.48376890144599394
United States,USA,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,1980,13800959220.4513
United States,USA,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,1980,14.9326977003088
United States,USA,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,1980,425999999994.40796
United States,USA,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,1980,6.3
United States,USA,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,1980,179726400000.0
United States,USA,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1980,4.37818609967291
United States,USA,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,1980,124900893051.46901
United States,USA,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,1980,22.2511217
United States,USA,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,1980,0.0786205914555012
United States,USA,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1980,2242888233.04254
United States,USA,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1980,4.45680669112841
United States,USA,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,1980,0.0
United States,USA,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,1980,0.0
United States,USA,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,1980,7.31842400468284
United States,USA,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,1980,208780000005.59198
United States,USA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1980,52.0434
United States,USA,Age dependency ratio (% of working-age population),SP.POP.DPND,1980,51.6542162932244
United States,USA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,1980,17.2223553685469
United States,USA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,1980,34.4318609246775
United States,USA,Agricultural land (% of land area),AG.LND.AGRI.ZS,1980,46.7479932219379
United States,USA,Agricultural land (sq. km),AG.LND.AGRI.K2,1980,4281630.0
United States,USA,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,1980,4726000.0
United States,USA,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,1980,250.377473444412
United States,USA,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,1980,5.12720069069338
United States,USA,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1980,2.54282630711712
United States,USA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,1980,8615.400390625
United States,USA,"Air transport, passengers carried",IS.AIR.PSGR,1980,295329088.0
United States,USA,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,1980,4962700.0
United States,USA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,1980,5.427286862885901
United States,USA,Arable land (% of land area),AG.LND.ARBL.ZS,1980,20.608780909622897
United States,USA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,1980,0.8306964462537131
United States,USA,Arable land (hectares),AG.LND.ARBL.HA,1980,188755000.0
United States,USA,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,1980,10697000000.0
United States,USA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1980,326000000.0
United States,USA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,1980,15.9
United States,USA,Cereal production (metric tons),AG.PRD.CREL.MT,1980,269883982.0
United States,USA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1980,3771.94
United States,USA,Changes in inventories (constant LCU),NE.GDI.STKB.KN,1980,-10909906500.0
United States,USA,Changes in inventories (current LCU),NE.GDI.STKB.CN,1980,-6331000000.0
United States,USA,Changes in inventories (current US$),NE.GDI.STKB.CD,1980,-6331000000.0
United States,USA,Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,1980,9.670087024288868
United States,USA,CO2 emissions (kg per 2005 US$ of GDP),EN.ATM.CO2E.KD.GD,1980,0.7960168691238241
United States,USA,CO2 emissions (kt),EN.ATM.CO2E.KT,1980,4723209.677
United States,USA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1980,20.7864877412257
United States,USA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,1980,38.210567638938606
United States,USA,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,1980,21.2156384434847
United States,USA,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,1980,1002059.088
United States,USA,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,1980,46.970686264538706
United States,USA,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,1980,2218523.999
United States,USA,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,1980,20.3911111873846
United States,USA,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,1980,1.2583689256240902
United States,USA,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,1980,13.6517797575505
United States,USA,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1980,30.937143593593603
United States,USA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1980,1461226.16
United States,USA,CO2 emissions from transport (% of total fuel combustion),EN.CO2.TRAN.ZS,1980,26.4879579714218
United States,USA,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1980,2.61720291386957
United States,USA,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,1980,0.183646020068161
United States,USA,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,1980,3.01930990762065
United States,USA,Consumer price index (2010 = 100),FP.CPI.TOTL,1980,37.788544659501795
United States,USA,"Contributing family workers, female (% of females employed)",SL.FAM.WORK.FE.ZS,1980,1.29999995231628
United States,USA,"Contributing family workers, male (% of males employed)",SL.FAM.WORK.MA.ZS,1980,0.30000001192092896
United States,USA,"Contributing family workers, total (% of total employed)",SL.FAM.WORK.ZS,1980,0.699999988079071
United States,USA,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,1980,68.63
United States,USA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1980,8.8
United States,USA,DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,1980,1.0
United States,USA,Discrepancy in expenditure estimate of GDP (constant LCU),NY.GDP.DISC.KN,1980,-787753900.0
United States,USA,Discrepancy in expenditure estimate of GDP (current LCU),NY.GDP.DISC.CN,1980,-1200000.0
United States,USA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1980,9862.36549675432
United States,USA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1980,8.77774665062703
United States,USA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,1980,51.2034260006921
United States,USA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1980,11.485135870013002
United States,USA,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,1980,15.262223357447699
United States,USA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1980,10.966127251454301
United States,USA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1980,10.8437700838785
United States,USA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,1980,77.30941944201841
United States,USA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1980,0.239317436514345
United States,USA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,1980,5809000000.0
United States,USA,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,1980,3.5999999046325697
United States,USA,"Employment in agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,1980,1.60000002384186
United States,USA,"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,1980,5.0
United States,USA,Employment in industry (% of total employment),SL.IND.EMPL.ZS,1980,30.7999992370605
United States,USA,"Employment in industry, female (% of female employment)",SL.IND.EMPL.FE.ZS,1980,18.5
United States,USA,"Employment in industry, male (% of male employment)",SL.IND.EMPL.MA.ZS,1980,39.7999992370605
United States,USA,Employment in services (% of total employment),SL.SRV.EMPL.ZS,1980,65.6999969482422
United States,USA,"Employment in services, female (% of female employment)",SL.SRV.EMPL.FE.ZS,1980,79.9000015258789
United States,USA,"Employment in services, male (% of male employment)",SL.SRV.EMPL.MA.ZS,1980,55.2000007629395
United States,USA,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,1980,47.7000007629395
United States,USA,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,1980,72.0
United States,USA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,1980,59.2000007629395
United States,USA,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,1980,53.9000015258789
United States,USA,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,1980,63.5
United States,USA,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,1980,58.5999984741211
United States,USA,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1980,13.9313696085034
United States,USA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1980,7942.253017933771
United States,USA,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,1980,20681000.0
United States,USA,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,1980,22301000.0
United States,USA,"Enrolment in secondary general, both sexes (number)",SE.SEC.ENRL.GC,1980,22301000.0
United States,USA,"Enrolment in secondary vocational, both sexes (number)",SE.SEC.ENRL.VO,1980,0.0
United States,USA,Export value index (2000 = 100),TX.VAL.MRCH.XD.WD,1980,31.3755027278
United States,USA,Export volume index (2000 = 100),TX.QTY.MRCH.XD.WD,1980,35.6539803725
United States,USA,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,1980,373554289689.493
United States,USA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1980,9.80864662245131
United States,USA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,1980,10.770756456290801
United States,USA,Exports of goods and services (constant 2005 US$),NE.EXP.GNFS.KD,1980,356112693040.584
United States,USA,Exports of goods and services (constant LCU),NE.EXP.GNFS.KN,1980,392003719300.0
United States,USA,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,1980,280773000000.0
United States,USA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1980,280773000000.0
United States,USA,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,1980,-0.456104006805228
United States,USA,External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,1980,9517862200.0
United States,USA,External balance on goods and services (current LCU),NE.RSB.GNFS.CN,1980,-13056000000.0
United States,USA,External balance on goods and services (current US$),NE.RSB.GNFS.CD,1980,-13056000000.0
United States,USA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1980,1.8395
United States,USA,Final consumption expenditure (constant 2005 US$),NE.CON.TOTL.KD,1980,4833184082553.92
United States,USA,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,1980,5382764252600.0
United States,USA,Final consumption expenditure (current LCU),NE.CON.TOTL.CN,1980,2209512000000.0
United States,USA,Final consumption expenditure (current US$),NE.CON.TOTL.CD,1980,2209512000000.0
United States,USA,"Final consumption expenditure, etc. (% of GDP)",NE.CON.TETC.ZS,1980,77.1880153921128
United States,USA,"Final consumption expenditure, etc. (annual % growth)",NE.CON.TETC.KD.ZG,1980,0.253850229765135
United States,USA,"Final consumption expenditure, etc. (constant 2005 US$)",NE.CON.TETC.KD,1980,4828847671287.73
United States,USA,"Final consumption expenditure, etc. (constant LCU)",NE.CON.TETC.KN,1980,5381976498700.0
United States,USA,"Final consumption expenditure, etc. (current LCU)",NE.CON.TETC.CN,1980,2209510800000.0
United States,USA,"Final consumption expenditure, etc. (current US$)",NE.CON.TETC.CD,1980,2209510800000.0
United States,USA,Fixed telephone subscriptions,IT.MLT.MAIN,1980,94282000.0
United States,USA,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,1980,40.9607657321509
United States,USA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,1980,18.245862785376602
United States,USA,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,1980,8.219760837438509
